"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_330_63ffae6e1f48b","120","dias após a data da fatura","13","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_331_63ffae6e1f4d1","150","dias após a data da fatura","14","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_332_63ffae6e1f511","180","dias após a data da fatura","15","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_333_63ffae6e1f551","210","dias após a data da fatura","16","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_334_63ffae6e1f591","240","dias após a data da fatura","17","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_335_63ffae6e1f5d0","270","dias após a data da fatura","18","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_336_63ffae6e1f60f","300","dias após a data da fatura","19","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_337_63ffae6e1f64f","330","dias após a data da fatura","20","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_338_63ffae6e1f68e","360","dias após a data da fatura","21","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_339_63ffae6e1f6ce","390","dias após a data da fatura","22","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_340_63ffae6e1f70d","420","dias após a data da fatura","23","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_341_63ffae6e1f74d","450","dias após a data da fatura","24","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_342_63ffae6e1f78d","480","dias após a data da fatura","25","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_343_63ffae6e1f7cc","510","dias após a data da fatura","26","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_344_63ffae6e1f80b","540","dias após a data da fatura","27","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_345_63ffae6e1f84b","570","dias após a data da fatura","28","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_346_63ffae6e1f88a","600","dias após a data da fatura","29","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_347_63ffae6e1f8cc","630","dias após a data da fatura","30","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_348_63ffae6e1f90c","660","dias após a data da fatura","31","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_349_63ffae6e1f94b","690","dias após a data da fatura","32","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_350_63ffae6e1f98b","720","dias após a data da fatura","33","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_351_63ffae6e1f9ca","750","dias após a data da fatura","34","Saldo","0.0"
"__export__.account_payment_term_37_63ffae6e1fa06","recorrencia_27x","Recorrência","27","Recorrência em 27 meses","0","__export__.account_payment_term_line_352_63ffae6e1fa3f","0","dias após a data da fatura","9","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_353_63ffae6e1fa7f","30","dias após a data da fatura","10","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_354_63ffae6e1fabe","60","dias após a data da fatura","11","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_355_63ffae6e1fafe","90","dias após a data da fatura","12","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_356_63ffae6e1fb3d","120","dias após a data da fatura","13","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_357_63ffae6e1fb7d","150","dias após a data da fatura","14","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_358_63ffae6e1fbbc","180","dias após a data da fatura","15","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_359_63ffae6e1fbfc","210","dias após a data da fatura","16","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_360_63ffae6e1fc3b","240","dias após a data da fatura","17","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_361_63ffae6e1fc7b","270","dias após a data da fatura","18","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_362_63ffae6e1fcbc","300","dias após a data da fatura","19","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_363_63ffae6e1fcfc","330","dias após a data da fatura","20","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_364_63ffae6e1fd3c","360","dias após a data da fatura","21","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_365_63ffae6e1fd7d","390","dias após a data da fatura","22","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_366_63ffae6e1fdbd","420","dias após a data da fatura","23","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_367_63ffae6e1fdfc","450","dias após a data da fatura","24","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_368_63ffae6e1fe3c","480","dias após a data da fatura","25","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_369_63ffae6e1fe7b","510","dias após a data da fatura","26","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_370_63ffae6e1febb","540","dias após a data da fatura","27","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_371_63ffae6e1fefa","570","dias após a data da fatura","28","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_372_63ffae6e1ff3a","600","dias após a data da fatura","29","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_373_63ffae6e1ff79","630","dias após a data da fatura","30","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_374_63ffae6e1ffb9","660","dias após a data da fatura","31","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_375_63ffae6e1fff9","690","dias após a data da fatura","32","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_376_63ffae6e20038","720","dias após a data da fatura","33","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_377_63ffae6e20078","750","dias após a data da fatura","34","Percentual","3.7037"
"","","","","","10","__export__.account_payment_term_line_378_63ffae6e200b9","780","dias após a data da fatura","35","Saldo","0.0"
"__export__.account_payment_term_38_63ffae6e200f6","recorrencia_28x","Recorrência","28","Recorrência em 28 meses","0","__export__.account_payment_term_line_379_63ffae6e2012e","0","dias após a data da fatura","9","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_380_63ffae6e2016e","30","dias após a data da fatura","10","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_381_63ffae6e201ae","60","dias após a data da fatura","11","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_382_63ffae6e201ed","90","dias após a data da fatura","12","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_383_63ffae6e2022d","120","dias após a data da fatura","13","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_384_63ffae6e2026c","150","dias após a data da fatura","14","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_385_63ffae6e202ac","180","dias após a data da fatura","15","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_386_63ffae6e202eb","210","dias após a data da fatura","16","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_387_63ffae6e2032b","240","dias após a data da fatura","17","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_388_63ffae6e2036a","270","dias após a data da fatura","18","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_389_63ffae6e203aa","300","dias após a data da fatura","19","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_390_63ffae6e203e9","330","dias após a data da fatura","20","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_391_63ffae6e20426","360","dias após a data da fatura","21","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_392_63ffae6e20467","390","dias após a data da fatura","22","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_393_63ffae6e204a9","420","dias após a data da fatura","23","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_394_63ffae6e204e9","450","dias após a data da fatura","24","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_395_63ffae6e20528","480","dias após a data da fatura","25","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_396_63ffae6e20568","510","dias após a data da fatura","26","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_397_63ffae6e205a7","540","dias após a data da fatura","27","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_398_63ffae6e205e9","570","dias após a data da fatura","28","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_399_63ffae6e20629","600","dias após a data da fatura","29","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_400_63ffae6e20668","630","dias após a data da fatura","30","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_401_63ffae6e206a8","660","dias após a data da fatura","31","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_402_63ffae6e206e7","690","dias após a data da fatura","32","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_403_63ffae6e20727","720","dias após a data da fatura","33","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_404_63ffae6e20766","750","dias após a data da fatura","34","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_405_63ffae6e207a6","780","dias após a data da fatura","35","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_406_63ffae6e207e5","810","dias após a data da fatura","36","Saldo","0.0"
"__export__.account_payment_term_39_63ffae6e20822","recorrencia_29x","Recorrência","29","Recorrência em 29 meses","0","__export__.account_payment_term_line_407_63ffae6e2085b","0","dias após a data da fatura","9","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_408_63ffae6e2089c","30","dias após a data da fatura","10","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_409_63ffae6e208dc","60","dias após a data da fatura","11","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_410_63ffae6e2091c","90","dias após a data da fatura","12","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_411_63ffae6e2095b","120","dias após a data da fatura","13","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_412_63ffae6e2099b","150","dias após a data da fatura","14","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_413_63ffae6e209da","180","dias após a data da fatura","15","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_414_63ffae6e20a1a","210","dias após a data da fatura","16","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_415_63ffae6e20a59","240","dias após a data da fatura","17","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_416_63ffae6e20a98","270","dias após a data da fatura","18","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_417_63ffae6e20ad8","300","dias após a data da fatura","19","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_418_63ffae6e20b17","330","dias após a data da fatura","20","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_419_63ffae6e20b57","360","dias após a data da fatura","21","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_420_63ffae6e20b96","390","dias após a data da fatura","22","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_421_63ffae6e20bd6","420","dias após a data da fatura","23","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_422_63ffae6e20c16","450","dias após a data da fatura","24","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_423_63ffae6e20c55","480","dias após a data da fatura","25","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_424_63ffae6e20c97","510","dias após a data da fatura","26","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_425_63ffae6e20cd6","540","dias após a data da fatura","27","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_426_63ffae6e20d16","570","dias após a data da fatura","28","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_427_63ffae6e20d56","600","dias após a data da fatura","29","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_428_63ffae6e20d95","630","dias após a data da fatura","30","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_429_63ffae6e20dd5","660","dias após a data da fatura","31","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_430_63ffae6e20e14","690","dias após a data da fatura","32","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_431_63ffae6e20e54","720","dias após a data da fatura","33","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_432_63ffae6e20e95","750","dias após a data da fatura","34","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_433_63ffae6e20ed5","780","dias após a data da fatura","35","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_434_63ffae6e20f15","810","dias após a data da fatura","36","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_435_63ffae6e20f54","840","dias após a data da fatura","37","Saldo","0.0"
"__export__.account_payment_term_40_63ffae6e20f90","recorrencia_30x","Recorrência","30","Recorrência em 30 meses","0","__export__.account_payment_term_line_436_63ffae6e20fc9","0","dias após a data da fatura","9","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_437_63ffae6e21009","30","dias após a data da fatura","10","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_438_63ffae6e21049","60","dias após a data da fatura","11","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_439_63ffae6e2108a","90","dias após a data da fatura","12","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_440_63ffae6e210ca","120","dias após a data da fatura","13","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_441_63ffae6e21109","150","dias após a data da fatura","14","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_442_63ffae6e21149","180","dias após a data da fatura","15","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_443_63ffae6e21188","210","dias após a data da fatura","16","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_444_63ffae6e211c8","240","dias após a data da fatura","17","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_445_63ffae6e21207","270","dias após a data da fatura","18","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_446_63ffae6e21247","300","dias após a data da fatura","19","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_447_63ffae6e21286","330","dias após a data da fatura","20","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_448_63ffae6e212c6","360","dias após a data da fatura","21","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_449_63ffae6e21305","390","dias após a data da fatura","22","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_450_63ffae6e21344","420","dias após a data da fatura","23","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_451_63ffae6e21384","450","dias após a data da fatura","24","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_452_63ffae6e213c3","480","dias após a data da fatura","25","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_453_63ffae6e21406","510","dias após a data da fatura","26","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_454_63ffae6e21446","540","dias após a data da fatura","27","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_455_63ffae6e21488","570","dias após a data da fatura","28","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_456_63ffae6e214c8","600","dias após a data da fatura","29","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_457_63ffae6e21507","630","dias após a data da fatura","30","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_458_63ffae6e21547","660","dias após a data da fatura","31","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_459_63ffae6e21586","690","dias após a data da fatura","32","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_460_63ffae6e215c6","720","dias após a data da fatura","33","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_461_63ffae6e21605","750","dias após a data da fatura","34","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_462_63ffae6e21645","780","dias após a data da fatura","35","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_463_63ffae6e21685","810","dias após a data da fatura","36","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_464_63ffae6e216c4","840","dias após a data da fatura","37","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_465_63ffae6e21703","870","dias após a data da fatura","38","Saldo","0.0"
"__export__.account_payment_term_41_63ffae6e21744","recorrencia_31x","Recorrência","31","Recorrência em 31 meses","0","__export__.account_payment_term_line_466_63ffae6e2177d","0","dias após a data da fatura","9","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_467_63ffae6e217bc","30","dias após a data da fatura","10","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_468_63ffae6e217fc","60","dias após a data da fatura","11","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_469_63ffae6e2183c","90","dias após a data da fatura","12","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_470_63ffae6e2187d","120","dias após a data da fatura","13","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_471_63ffae6e218bd","150","dias após a data da fatura","14","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_472_63ffae6e218fd","180","dias após a data da fatura","15","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_473_63ffae6e2193d","210","dias após a data da fatura","16","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_474_63ffae6e2197c","240","dias após a data da fatura","17","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_475_63ffae6e219bc","270","dias após a data da fatura","18","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_476_63ffae6e219fb","300","dias após a data da fatura","19","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_477_63ffae6e21a3b","330","dias após a data da fatura","20","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_478_63ffae6e21a7b","360","dias após a data da fatura","21","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_479_63ffae6e21aba","390","dias após a data da fatura","22","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_480_63ffae6e21afa","420","dias após a data da fatura","23","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_481_63ffae6e21b39","450","dias após a data da fatura","24","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_482_63ffae6e21b79","480","dias após a data da fatura","25","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_483_63ffae6e21bb8","510","dias após a data da fatura","26","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_484_63ffae6e21bf8","540","dias após a data da fatura","27","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_485_63ffae6e21c38","570","dias após a data da fatura","28","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_486_63ffae6e21c79","600","dias após a data da fatura","29","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_487_63ffae6e21cb9","630","dias após a data da fatura","30","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_488_63ffae6e21cf9","660","dias após a data da fatura","31","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_489_63ffae6e21d38","690","dias após a data da fatura","32","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_490_63ffae6e21d78","720","dias após a data da fatura","33","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_491_63ffae6e21db8","750","dias após a data da fatura","34","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_492_63ffae6e21df7","780","dias após a data da fatura","35","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_493_63ffae6e21e37","810","dias após a data da fatura","36","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_494_63ffae6e21e76","840","dias após a data da fatura","37","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_495_63ffae6e21eb6","870","dias após a data da fatura","38","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_496_63ffae6e21ef5","900","dias após a data da fatura","39","Saldo","0.0"
"__export__.account_payment_term_42_63ffae6e21f32","recorrencia_32x","Recorrência","32","Recorrência em 32 meses","0","__export__.account_payment_term_line_497_63ffae6e21f6b","0","dias após a data da fatura","9","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_498_63ffae6e21faa","30","dias após a data da fatura","10","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_499_63ffae6e21fec","60","dias após a data da fatura","11","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_500_63ffae6e2202c","90","dias após a data da fatura","12","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_501_63ffae6e2206d","120","dias após a data da fatura","13","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_502_63ffae6e220ad","150","dias após a data da fatura","14","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_503_63ffae6e220ed","180","dias após a data da fatura","15","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_504_63ffae6e2212c","210","dias após a data da fatura","16","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_505_63ffae6e2216c","240","dias após a data da fatura","17","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_506_63ffae6e221ab","270","dias após a data da fatura","18","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_507_63ffae6e221eb","300","dias após a data da fatura","19","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_508_63ffae6e2222a","330","dias após a data da fatura","20","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_509_63ffae6e2226a","360","dias após a data da fatura","21","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_510_63ffae6e222a9","390","dias após a data da fatura","22","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_511_63ffae6e222e9","420","dias após a data da fatura","23","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_512_63ffae6e22328","450","dias após a data da fatura","24","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_513_63ffae6e22367","480","dias após a data da fatura","25","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_514_63ffae6e223a7","510","dias após a data da fatura","26","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_515_63ffae6e223e7","540","dias após a data da fatura","27","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_516_63ffae6e22427","570","dias após a data da fatura","28","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_517_63ffae6e22468","600","dias após a data da fatura","29","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_518_63ffae6e224a8","630","dias após a data da fatura","30","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_519_63ffae6e224e8","660","dias após a data da fatura","31","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_520_63ffae6e22527","690","dias após a data da fatura","32","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_521_63ffae6e22567","720","dias após a data da fatura","33","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_522_63ffae6e225a6","750","dias após a data da fatura","34","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_523_63ffae6e225e6","780","dias após a data da fatura","35","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_524_63ffae6e22625","810","dias após a data da fatura","36","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_525_63ffae6e22665","840","dias após a data da fatura","37","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_526_63ffae6e226a4","870","dias após a data da fatura","38","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_527_63ffae6e226e4","900","dias após a data da fatura","39","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_528_63ffae6e22723","930","dias após a data da fatura","40","Saldo","0.0"
"__export__.account_payment_term_43_63ffae6e2275f","recorrencia_33x","Recorrência","33","Recorrência em 33 meses","0","__export__.account_payment_term_line_529_63ffae6e22798","0","dias após a data da fatura","9","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_530_63ffae6e227d8","30","dias após a data da fatura","10","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_531_63ffae6e22818","60","dias após a data da fatura","11","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_532_63ffae6e22859","90","dias após a data da fatura","12","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_533_63ffae6e2289c","120","dias após a data da fatura","13","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_534_63ffae6e228db","150","dias após a data da fatura","14","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_535_63ffae6e2291b","180","dias após a data da fatura","15","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_536_63ffae6e2295a","210","dias após a data da fatura","16","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_537_63ffae6e2299a","240","dias após a data da fatura","17","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_538_63ffae6e229da","270","dias após a data da fatura","18","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_539_63ffae6e22a19","300","dias após a data da fatura","19","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_540_63ffae6e22a59","330","dias após a data da fatura","20","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_541_63ffae6e22a98","360","dias após a data da fatura","21","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_542_63ffae6e22ad8","390","dias após a data da fatura","22","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_543_63ffae6e22b17","420","dias após a data da fatura","23","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_544_63ffae6e22b57","450","dias após a data da fatura","24","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_545_63ffae6e22b96","480","dias após a data da fatura","25","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_546_63ffae6e22bd6","510","dias após a data da fatura","26","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_547_63ffae6e22c15","540","dias após a data da fatura","27","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_548_63ffae6e22c57","570","dias após a data da fatura","28","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_549_63ffae6e22c97","600","dias após a data da fatura","29","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_550_63ffae6e22cd7","630","dias após a data da fatura","30","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_551_63ffae6e22d16","660","dias após a data da fatura","31","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_552_63ffae6e22d56","690","dias após a data da fatura","32","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_553_63ffae6e22d95","720","dias após a data da fatura","33","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_554_63ffae6e22dd5","750","dias após a data da fatura","34","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_555_63ffae6e22e15","780","dias após a data da fatura","35","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_556_63ffae6e22e54","810","dias após a data da fatura","36","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_557_63ffae6e22e94","840","dias após a data da fatura","37","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_558_63ffae6e22ed3","870","dias após a data da fatura","38","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_559_63ffae6e22f13","900","dias após a data da fatura","39","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_560_63ffae6e22f52","930","dias após a data da fatura","40","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_561_63ffae6e22f92","960","dias após a data da fatura","41","Saldo","0.0"
"__export__.account_payment_term_44_63ffae6e22fce","recorrencia_34x","Recorrência","34","Recorrência em 34 meses","0","__export__.account_payment_term_line_562_63ffae6e23007","0","dias após a data da fatura","9","Percentual","2.9412"
